fid,order_id,latitude,longitude,basket_value,delivery duration,profit,revenue,client_id
13448,12671780,40.224225267,28.834027536,496.495,8.95,160.2541,517.4041,client_61815077
13449,87249202,40.210933164,28.987855241,235.604,22.65,108.8121,239.1121,client_95409788
13450,67022715,40.232908951,28.990420438,247.2458,18.733333333,136.3325,256.1765,client_46561841
13451,23897292,40.267023937,28.930297382,856.9703,30.3,156.7651,632.0486,client_82047981
13452,21202049,40.218238652,28.94400984,192.6436,10.416666667,83.9895,196.5608,client_99428736
13453,75487056,40.203318,29.026426,227.703,37.7,101.7999,200.8749,client_24626324
13454,38927028,40.191962716,29.040561654,658.0297,23.05,-46.4543,319.2366,client_54505484
13455,90547249,40.20812843,28.993869424,216.1287,12.816666667,39.7277,180.7489,client_83366372
13456,39917238,40.248562059,28.973991573,690.1646,26.15,253.5113,674.2461,client_77980907
13457,30856309,40.226113943,28.829494938,489.099,23.716666667,78.6706,359.0872,client_66655688
13458,76664781,40.219622648,28.94075565,195.3366,16.45,76.0064,193.6964,client_52716309
13459,85328794,40.227596074,28.84066198,553.926,14.0,119.5794,463.6173,client_37747292
13460,44262190,40.253832607,28.996778615,332.4851,29.233333333,121.408,370.098,client_25000809
13461,73790408,40.250645557,28.981974833,407.7228,12.766666667,152.7133,416.7416,client_99912612
13462,76616636,40.20598729,29.02420219,798.8218,32.566666667,255.1102,729.5437,client_23357925
13463,71119348,40.261769,28.949318603,275.3564,19.733333333,125.3952,224.7663,client_60859288
13464,77022185,40.183965631,29.080853462,635.0962,28.916666667,140.4096,515.8972,client_73271041
13465,83487701,40.207209966,28.995290324,210.6931,38.95,109.3636,218.8845,client_43533990
13466,71523019,40.256649522,28.998896219,314.1188,8.133333333,131.5962,362.1862,client_14255511
13467,79472812,40.21747368,28.964216378,350.5941,4.45,129.0397,290.5007,client_71567537
13468,78313692,40.19135547,28.988844305,423.2376,22.633333333,146.3578,419.8182,client_62781851
13469,39504728,40.233921514,28.840459473,585.7753,18.733333333,172.5021,539.5716,client_21379337
13470,28668141,40.200665349,28.968591038,321.6733,10.75,139.0258,230.8276,client_94804162
13471,80685557,40.220504335,28.850613646,109.703,17.2,34.013,132.593,client_55028437
13472,12358172,40.201424404,28.955533616,126.46690000000001,3.316666667,73.4521,158.8921,client_61265275
13473,61646757,40.185727873,29.085711613,236.2673,9.75,105.37,251.8101,client_23267234
13474,41207521,40.2070571,28.808383606,776.5668,18.583333333,125.4267,569.2977,client_84416564
13475,79603325,40.19088063,28.944775276,174.3267,4.483333333,69.4025,164.735,client_37305240
13476,67356499,40.216356,28.90722,349.901,6.75,162.8836,359.6309,client_93697538
13477,53434346,40.273834166,28.934718171,690.592,35.516666667,239.1861,688.3753,client_88089462
13478,13661496,40.215783692,28.940905519,264.4851,7.816666667,139.398,272.4132,client_22108698
13479,57159418,40.232633283,28.868165016,241.811,17.8,86.2459,234.8603,client_76567746
13480,55488283,40.198542706,29.011290036,396.523,11.35,114.4855,263.1402,client_67129812
13481,56530175,40.257528936,28.997181617,303.0099,19.933333333,105.1227,325.6227,client_57139319
13482,36930132,40.252423722,28.959438913,1280.0876,35.9,521.7816,1272.192,client_20022268
13483,44028385,40.220325387,28.849778473,213.7299,22.383333333,134.7427,241.3427,client_86324403
13484,38458974,40.221199897,28.980628029,121.19800000000001,6.483333333,68.0443,169.1443,client_61998688
13485,95825882,40.229953593,28.850437962,628.0602,33.933333333,155.16,539.7028,client_31700339
13486,90642441,40.260148944,28.938031197,269.5873,8.616666667,142.2147,317.6547,client_65996574
13487,45658679,40.251455,28.99768,244.8515,10.716666667,127.0216,284.0683,client_48798991
13488,95148401,40.208492279,28.953242674,347.1731,20.966666667,164.6725,372.9211,client_85050048
13489,37281922,40.216363582,28.923944235,457.297,8.783333333,138.299,407.4591,client_44440493
13490,89036307,40.196664018,28.980018161,530.297,30.883333333,226.5361,519.2061,client_48164857
13491,41359466,40.20455246,28.964338515,224.9647,13.8,125.7595,256.5634,client_39580187
13492,88965591,40.236652493,28.839902915,802.9437,18.716666667,175.1538,506.5393,client_19328237
13493,73480954,40.187347404,29.079951569,175.4571,15.35,91.1045,189.5245,client_81748942
13494,56396602,40.230249237,28.974100202,810.2178,5.033333333,297.1161,809.5419,client_36962534
13495,71630170,40.195362786,28.945374079,452.6337,8.55,173.0432,467.4132,client_98924903
13496,88323629,40.226167444,28.836161904,171.396,34.716666667,81.7282,155.9,client_47761653
13497,19609362,40.234799944,28.841424398,116.2402,21.0,70.9076,148.3076,client_15829556
13498,35198180,40.264616285,28.929270431,1416.5427,22.083333333,516.7958,1422.9558,client_97296501
13499,98474580,40.199409559,29.023360647,787.0916,15.316666667,175.3278,545.9084,client_92791495
13500,84643042,40.240496408,28.995628618,138.2061,4.516666667,54.5807,149.5507,client_50214306
13501,43846791,40.222574361,28.848411217,395.1834,24.7,44.1777,319.2727,client_85140703
13502,36210704,40.223025,28.9038394,155.9703,6.333333333,72.7098,185.7498,client_14320481
13503,75658987,40.22043035,28.9389579,889.2319,8.2,105.8771,485.6621,client_50706453
13504,19651180,40.215072713,28.903119899,121.4994,7.666666667,78.2042,158.098,client_40626621
13505,13870334,40.228082687,28.827409856,660.7919,43.066666667,226.6615,534.0899,client_62027745
13506,45458515,40.216958059,28.941005096,453.792,10.8,198.5865,468.0668,client_29911318
13507,45731727,40.191747581,28.992078714,361.2079,16.733333333,83.3396,289.5707,client_88115165
13508,94798314,40.203830207,28.81035503,136.5941,25.566666667,98.9869,170.2069,client_80070631
13509,97024162,40.223616006,28.960343152,258.2574,12.316666667,113.8352,290.0092,client_23624196
13510,78865224,40.212940242,28.941834904,457.0,19.183333333,40.7316,276.4131,client_18831958
13511,48225087,40.204663703,29.012069218,595.1683,24.633333333,215.6381,553.3051,client_99348229
13512,54067234,40.226682737,28.840664327,683.7676,14.716666667,249.2987,622.286,client_94597623
13513,12402937,40.219808766,28.974313103,602.5575,12.05,174.7557,552.1708,client_54473641
13514,48261187,40.203853765,29.0219317,715.396,17.166666667,243.3882,675.2564,client_79566332
13515,34455012,40.229576037,28.835783377,213.0503,31.2,75.4189,216.6768,client_52229749
13516,75672139,40.229219469,28.852678947,320.7723,45.816666667,94.9249,262.2155,client_85655542
13517,32131903,40.24660645,29.010467604,851.3984,8.666666667,175.232,447.1734,client_34625694
13518,43325318,40.191852331,29.063866362,1354.9288,10.966666667,-50.752,502.8122,client_94912737
13519,53865947,40.218203322,28.944026604,253.9678,8.666666667,118.6722,222.8685,client_48313144
13520,75860339,40.215632127,28.972547874,233.7533,9.966666667,138.669,265.0268,client_26486192
13521,59301843,40.230988981,28.842826858,150.3545,35.266666667,-5.4036,154.1128,client_96234211
13522,29396349,40.188513812,28.942814581,188.1881,7.2,104.507,206.344,client_99961106
13523,68269319,40.227976712,28.834559284,258.55449999999996,5.983333333,82.5368,239.3562,client_22857647
13524,86307401,40.214468958,28.921921995,774.0495,6.483333333,223.7869,393.1351,client_80019836
13525,56529259,40.228658375,28.851050511,110.9826,11.0,84.8,142.05,client_63177753
13526,39088744,40.258569787,29.01267305,962.8889,9.5,133.0537,354.2997,client_56410944
13527,10839931,40.234425487,28.842381611,109.7228,15.7,83.6556,149.3356,client_81564085
13528,53594327,40.228587726,28.830080666,397.4356,8.1,171.4528,380.5088,client_29747909
13529,38746991,40.201568576,28.979413658,196.198,9.866666667,-3.2904999999999998,130.7894,client_56962368
13530,78314942,40.265186803,28.930682614,664.6625,26.233333333,144.736,484.7629,client_52881247
13531,47963595,40.211557646,28.946563974,532.5941,18.383333333,158.5845,523.5824,client_64378754
13532,17372456,40.218150839,28.93664483,339.8564,7.95,179.6105,367.8834,client_98820569
13533,18962365,40.224463083,28.847825825,188.1739,11.633333333,80.9585,211.3502,client_90215804
13534,64622189,40.215484401,28.972736299,574.8687,6.0,177.9324,383.4118,client_82831849
13535,99376817,40.254105629,28.965365589,709.1246,29.016666667,274.2834,683.2526,client_24334599
13536,77760786,40.19165999,28.951287344,168.1584,6.45,94.408,212.938,client_49187259
13537,71708521,40.221272858,28.845226429,370.3069,22.783333333,150.7311,347.7936,client_78431908
13538,75045102,40.19293978,28.984498121,346.6713,30.966666667,96.7339,302.5419,client_63604638
13539,23635913,40.2205411,28.9865123,977.2409,8.6,97.2717,494.9862,client_81997187
13540,28703573,40.216002848,28.910670318,651.3267,5.366666667,203.012,647.91,client_25049101
13541,92256360,40.206178055,28.953538053,392.0396,26.35,164.8356,403.9569,client_93872542
13542,86174529,40.199177034,28.984844126,136.8586,34.183333333,79.3256,163.6381,client_96277710
13543,49402738,40.21213889,28.831486606,605.2012,9.633333333,129.9971,511.8315,client_90219659
13544,19742653,40.203853765,29.0219317,153.0891,11.783333333,90.2288,172.415,client_79566332
13545,64964709,40.209829873,28.975663595,110.21109999999999,14.5,94.2024,160.9224,client_88539175
13546,13088595,40.214363518,28.946484514,631.5022,9.366666667,257.2788,594.1966,client_13478300
13547,12613285,40.220855061,28.8502777,269.72360000000003,7.2,108.457,245.6912,client_24750785
13548,52441099,40.190331747,29.054032902,250.0824,9.183333333,122.9973,287.2083,client_19376464
13549,33917331,40.200354114,29.012454516,687.5951,17.433333333,241.8066,588.2167,client_75058652
13550,80780149,40.265684083,28.942574921,294.5743,6.0,116.9319,292.4247,client_67712268
13551,50897675,40.193687818,28.939233474,602.3264,8.0,215.4425,570.6297,client_50474566
13552,38830942,40.2343121,28.837628402,203.9208,22.266666667,5.7332,128.0732,client_39100915
13553,28991805,40.220539408,28.982630633,803.3102,11.8,289.8544,763.2427,client_46736009
13554,21809848,40.182731778,29.077447057,1337.4904,15.433333333,333.7501,933.6494,client_64010087
13555,80487151,40.24660645,29.010467604,812.5249,8.816666667,187.87,446.5453,client_34625694
13556,11395466,40.231286156,28.86656709,392.6768,29.816666667,137.1606,403.1105,client_36190977
13557,22429508,40.211666462,28.968196996,167.8812,6.983333333,54.0407,192.6607,client_27159518
13558,14962872,40.221716508,28.9072733,662.9675,8.183333333,137.767,503.0743,client_62993132
13559,12647652,40.186341829,29.051802121,521.9884,10.883333333,214.8911,471.5458,client_67253149
13560,78234503,40.223045394,28.839373849,162.269,31.4,93.7464,202.3364,client_23180893
13561,45604294,40.229579109,28.846703991,2304.0054,23.75,763.193,2250.2369,client_34691331
13562,39777235,40.203050475,28.980540521,224.9406,10.566666667,131.7449,240.3232,client_45254880
13563,61739084,40.247828904,28.972875103,813.5842,10.633333333,165.2337,456.5237,client_23230551
13564,38571662,40.232144911,28.868225366,470.7695,25.066666667,182.1313,446.5537,client_62031144
13565,59469840,40.208830264,28.966435455,644.3931,12.233333333,149.2556,595.8176,client_97879562
13566,84081490,40.181649545,29.086208828,433.4059,19.45,134.2226,403.3921,client_16928335
13567,26449955,40.189111863,29.084303118,659.6583,9.55,346.2929,640.1129,client_29556804
13568,83339532,40.213212917,28.980455361,418.1984,8.15,49.2581,249.3537,client_74781542
13569,65485991,40.266526859,28.947115839,328.8317,9.2,112.9591,346.8991,client_12733064
13570,30691463,40.220619281,28.940062635,951.8919,10.55,350.7159,895.4644,client_45324574
13571,67400427,40.231576675,28.865614235,576.7054,23.75,189.4262,581.6541,client_96500517
13572,25533681,40.182673889,29.083868936,106.8911,9.983333333,83.1639,134.5039,client_99392039
13573,76631232,40.223655173,28.84129364,207.1592,30.033333333,72.1728,140.4657,client_84342028
13574,11948579,40.19595207,28.984761313,132.5644,9.15,75.8418,159.9782,client_91567329
13575,27170767,40.232026913,28.973784372,601.0891,10.033333333,204.1111,550.3447,client_55353194
13576,51232401,40.247910537,28.978478238,468.7921,14.833333333,184.4094,427.5174,client_16312508
13577,75541402,40.225829288,28.972704113,530.0297,6.283333333,204.2653,520.6724,client_56358296
13578,26945738,40.252874077,28.958379105,898.6185,21.616666667,330.7882,862.5043,client_42711355
13579,26762425,40.18898457,29.126379602,270.901,18.033333333,122.6684,284.9684,client_41873743
13580,60021837,40.189759341,29.055004343,133.8045,9.566666667,80.303,174.843,client_79482990
13581,49899614,40.24157719,28.977045268,926.2494,16.266666667,290.1923,840.2924,client_85138280
13582,20274081,40.22949691,28.849564734,350.0247,25.55,162.1467,355.7545,client_27068232
13583,37615809,40.226971484,28.831326887,460.4412,12.883333333,178.6611,412.185,client_55947584
13584,13038605,40.216168494,29.006870426,492.1386,22.35,162.4054,475.2663,client_80865619
13585,17358154,40.2103378,28.9549519,151.5743,12.916666667,48.3538,174.3538,client_17568375
13586,44372493,40.192729002,29.050728232,324.8416,15.833333333,118.4506,295.9386,client_95250184
13587,81997715,40.179418682,29.065616168,348.099,8.0,112.2815,318.6615,client_50880973
13588,83470092,40.224050681,28.834074475,800.4881,11.866666667,211.635,686.0436,client_81328395
13589,61129598,40.217300099,28.991037011,171.3168,8.85,96.6231,200.2631,client_36081150
13590,45004270,40.241839513,28.978477232,222.8416,34.8,-4.9555,148.4445,client_58708078
13591,18777318,40.206151425,28.954023533,524.1189,7.166666667,190.4886,479.1956,client_37351506
13592,40091122,40.225772204,29.007070921,1212.9833,11.033333333,72.5993,326.2712,client_46364595
13593,20856860,40.215735161,28.972364844,123.7129,6.1,70.4691,167.6591,client_90160277
13594,30764750,40.204511857,28.964794613,207.9604,8.783333333,90.4059,189.2449,client_57071472
13595,29541202,40.228048386,29.001812115,951.3917,13.4,211.2429,676.022,client_35475420
13596,63994050,40.21626357,28.97658555,949.1136,10.033333333,280.1088,830.5273,client_11191404
13597,91305755,40.255015014,28.995317146,114.8515,16.983333333,59.4043,145.4643,client_81148241
13598,74688970,40.199396499,28.948844522,133.9909,8.983333333,-86.8088,-1.0909,client_89484495
13599,99178451,40.264944014,28.933842927,944.2083,22.833333333,335.2379,908.172,client_71196196
13600,68276468,40.227720991,28.906642646,196.802,8.55,92.9374,190.3786,client_52726009
13601,51203536,40.218559436,28.938758411,173.8332,7.15,109.2905,206.7007,client_35248205
13602,94749325,40.201272294,28.953299671,315.1151,6.833333333,122.1538,349.8038,client_65771570
13603,48610636,40.200923516,29.005946741,1142.4614,14.55,289.8726,877.6525,client_54117445
13604,19605611,40.243269348,29.01369866,254.43290000000002,9.833333333,75.6532,273.5957,client_48733838
13605,46432539,40.21774096,28.959536813,379.4668,6.4,43.2489,218.0992,client_22349120
13606,44261385,40.224214004,29.000540078,247.62279999999998,25.633333333,113.4429,282.8396,client_85683140
13607,70402929,40.2527475,28.95837,580.35,11.133333333,189.7835,522.7209,client_53848184
13608,26683240,40.266332683,28.943830132,335.9901,8.783333333,156.1079,339.9397,client_10656465
13609,37064631,40.2246022,28.9041193,622.3248,10.2,219.9219,539.1135,client_17473618
13610,27593401,40.204539579,28.984856177,342.0426,27.25,196.6458,377.7767,client_34853011
13611,57464256,40.223853311,28.988981768,124.6337,8.183333333,78.2599,167.5799,client_94648640
13612,45914750,40.239035034,28.984675817,271.9833,12.733333333,90.9816,309.1416,client_73678313
13613,34903708,40.219164391,28.962769881,277.5139,9.083333333,-25.8199,151.0322,client_79581744
13614,99505856,40.200634658,29.029370137,322.8911,9.8,146.1612,333.5232,client_13268022
13615,27790859,40.199309942,28.958898447,350.9307,6.15,165.0195,384.7498,client_48107915
13616,16771674,40.210372431,28.976147398,562.8119,20.966666667,243.8187,521.9784,client_98423249
13617,56899732,40.258569787,29.01267305,1256.0476,16.333333333,188.1186,554.6148,client_56410944
13618,63920867,40.223986939,28.836218901,140.8982,20.5,81.651,157.511,client_58559799
13619,19491790,40.222800918,28.981628828,1072.5474,18.933333333,208.8279,685.071,client_63091054
13620,51600178,40.232870045,28.835176192,307.044,11.933333333,117.6028,275.4779,client_68279065
13621,74528055,40.181797,29.1075355,221.5545,17.366666667,96.9313,253.3738,client_43299955
13622,59992873,40.206825881,29.020396471,488.6931,18.516666667,145.1147,426.2965,client_89808792
13623,63657246,40.221971229,28.984452188,467.2503,18.833333333,182.1002,439.7806,client_62421253
13624,78762639,40.229525099,28.846425712,489.568,31.0,-57.9719,334.0276,client_74938612
13625,45856336,40.219462386,28.97964634,656.5248,14.65,99.6152,472.9552,client_97325594
13626,52281330,40.229914173,28.970642835,260.5337,20.0,100.0228,285.1828,client_24088791
13627,45038705,40.18369335,28.942193314,371.0594,22.116666667,171.442,387.546,client_62754266
13628,89485575,40.183653648,29.103900008,886.6535,11.966666667,266.4171,683.2536,client_87006769
13629,41969807,40.222454554,28.837850019,272.0943,9.566666667,73.2636,217.1226,client_28910099
13630,35054095,40.189127999,29.080467224,738.0297,17.2,234.7338,726.0972,client_41938991
13631,71073391,40.247541782,29.018419683,231.5402,16.883333333,119.913,251.153,client_64844756
13632,60610691,40.2299625,28.968395,201.5842,14.366666667,99.3221,219.0073,client_11349491
13633,51497236,40.217871527,28.955052495,266.1386,8.816666667,88.0592,255.4897,client_62406669
13634,18758570,40.216800608,28.970169425,134.2689,10.416666667,82.031,174.217,client_23502175
13635,93048056,40.211332587,28.941850998,758.792,23.166666667,241.0109,638.2877,client_32589930
13636,97793593,40.19193147,29.045594148,601.6101,24.966666667,77.992,362.111,client_71154505
13637,76213617,40.25456237,28.942037746,638.6881,20.833333333,192.9493,516.7259,client_81177345
13638,92886326,40.224182517,28.903235234,170.8317,7.233333333,81.8861,191.136,client_10759614
13639,70099476,40.21255235,28.990158923,500.0792,19.25,145.2955,521.0255,client_38049598
13640,54000767,40.197910934,28.949691094,190.2277,12.5,88.2697,183.2597,client_52516878
13641,30135506,40.231980328,28.842791989,397.485,25.5,131.51330000000002,400.6929,client_97406914
13642,17860151,40.179051091,29.054899402,129.0198,8.683333333,70.8831,154.2119,client_45823277
13643,56081003,40.210465409,28.960947756,241.7426,21.566666667,102.8367,259.9767,client_92500551
13644,65036079,40.194791681,28.994821943,539.7104,10.916666667,147.6974,420.7914,client_80677025
13645,83092448,40.214777515,28.975349106,425.2725,13.016666667,176.7979,449.1279,client_55640195
13646,30278341,40.189572884,29.066693746,199.9505,13.683333333,108.869,228.989,client_25374480
13647,88200036,40.194323012,28.953807279,846.368,26.716666667,175.5421,716.3883,client_56391597
13648,26925545,40.212725685,28.961098865,1200.4911,20.266666667,188.7606,699.6454,client_71176752
13649,48558230,40.222392603,28.832871169,228.3595,7.75,52.0311,254.9723,client_99088941
13650,62992707,40.221427995,28.834121414,163.3787,12.0,92.7013,189.4461,client_39371217
13651,71640752,40.244034286,29.010167867,895.6436,7.216666667,167.5142,513.1705999999999,client_42278132
13652,39857794,40.183754056,29.084764458,129.6535,18.65,32.601299999999995,111.5833,client_68830806
13653,20688272,40.2345047,28.8350301,407.3465,17.45,181.2847,434.4139,client_58790711
13654,77595347,40.183102167,29.101457857,2031.7712,18.25,608.5611,1904.0432,client_69835790
13655,37920088,40.2275715,28.845392056,99.8911,15.466666667,71.0651,139.4931,client_82147300
13656,49831645,40.22008619,28.953634024,293.6733,29.583333333,91.6995,320.6195,client_94553095
13657,48695828,40.214182762,28.974514604,260.4356,7.25,112.9515,236.3315,client_39640360
13658,45211235,40.231599968,28.973383382,333.4653,9.333333333,130.571,367.1388,client_14127761
13659,18120612,40.227953162,28.82708028,178.2574,21.65,82.5161,135.6673,client_93139196
13660,54306458,40.249319516,28.960812874,688.9718,27.783333333,179.3533,579.3567,client_53084445
13661,35042863,40.195441921,28.994241916,171.4158,14.85,102.0205,165.3648,client_28577423
13662,48838568,40.222512,28.924126,326.1231,5.05,124.5454,354.8199,client_60068502
13663,72784866,40.216053,28.953699,641.3069,13.583333333,224.5636,586.3843,client_42370116
13664,92529007,40.217574805,28.891035542,1247.4769,13.983333333,252.3157,809.7384,client_69507117
13665,15677182,40.200423,28.9852396,190.9208,10.6,103.7562,189.1162,client_38283821
13666,50558267,40.226576248,28.841299675,468.6044,13.983333333,143.5279,421.3747,client_58795241
13667,64749651,40.224009466,28.847419806,920.1051,20.05,302.3703,901.232,client_80135258
13668,81974748,40.191143662,29.068830125,931.1679,20.8,214.7377,800.958,client_12309171
13669,99919777,40.238779099,29.013650715,117.9109,20.183333333,73.2937,131.5237,client_94375186
13670,73406302,40.209537469,28.805665858,409.6319,15.033333333,162.137,398.7749,client_76373525
13671,81223724,40.21698827,28.897064142,567.6931,10.583333333,165.6846,512.0862,client_29104090
13672,63484675,40.235441099,28.90747413,166.2574,22.283333333,74.7389,176.7489,client_10520804
13673,31745543,40.204327745,29.021761715,619.7921,13.7,168.8598,597.1878,client_51975445
13674,61772104,40.237555713,28.989199363,519.9383,12.55,126.0467,386.1098,client_93088384
13675,80306627,40.267787583,28.954697773,873.0124,22.283333333,151.9412,485.3348,client_34122914
13676,27982136,40.17107964,29.074297808,399.2871,36.216666667,138.4394,360.7435,client_30776050
13677,33023873,40.226985819,28.915837929,216.3545,5.566666667,60.6948,155.9568,client_75085746
13678,93471689,40.224374254,28.896138445,1004.4778,14.55,203.3204,655.7409,client_73520742
13679,67364263,40.18240442,29.061752111,143.9089,23.516666667,74.4761,154.0808,client_16578203
13680,65214155,40.255203082,28.95497907,440.25,8.016666667,141.6645,426.7045,client_28530947
13681,97602036,40.229850949,28.867181987,180.9109,18.75,82.6758,215.7718,client_18082045
13682,25304808,40.215530741,28.941417821,181.4031,7.216666667,94.7672,201.6372,client_66752112
13683,58363423,40.220855573,28.837454729,340.287,7.583333333,186.4544,362.3544,client_37084552
13684,95794327,40.222380827,28.970728666,210.802,10.516666667,116.2689,245.7878,client_91648774
13685,50016417,40.27445102,28.936804086,311.901,42.416666667,149.7482,318.3194,client_96643116
13686,91814031,40.220613905,28.955172859,211.396,6.783333333,99.231,238.773,client_33610936
13687,87113645,40.202217727,29.011814743,399.1083,4.316666667,203.5294,365.7754,client_96068946
13688,36556737,40.22125033,28.845189549,167.6832,11.7,59.384,135.7506,client_57836390
13689,48933970,40.226427266,29.010354616,244.2277,21.916666667,77.1106,256.8406,client_73861251
13690,44264307,40.207029958,28.804687187,160.6663,21.566666667,66.8771,161.9255,client_28564364
13691,33901359,40.193673017,29.066713192,286.1683,14.85,121.2072,294.6797,client_71499354
13692,46140826,40.22486217,28.989503123,134.6139,15.583333333,70.9847,173.0147,client_79353754
13693,72507050,40.261930953,29.012770616,534.7048,13.616666667,183.7077,463.0286,client_14381366
13694,17314546,40.194467967,29.014978409,1000.1933,7.316666667,195.3276,885.4916,client_14410329
13695,89150167,40.266144135,28.943513967,815.1451,29.283333333,159.9539,595.6472,client_79593560
13696,43207177,40.224063737,28.842716888,110.4436,11.333333333,55.7664,139.8764,client_73153433
13697,46857072,40.190326391,28.985489868,244.1196,21.95,109.5169,263.1248,client_95473809
13698,23495514,40.259776162,28.952116147,148.0495,6.083333333,-82.7039,1.4545,client_64270552
13699,53455567,40.188649815,29.073199444,220.7228,7.75,89.5656,225.4632,client_52794872
13700,16026527,40.261126049,28.965060823,536.0404,28.883333333,173.2973,421.6937,client_25226387
13701,86903482,40.206214671,28.979696631,554.9833,8.816666667,51.7615,271.0962,client_48940355
13702,50906443,40.254172414,28.934390098,302.5644,17.783333333,136.6305,308.7308,client_54192555
13703,77851150,40.220045316,28.917014748,142.8515,8.15,83.3339,179.2746,client_53974265
13704,78298353,40.2237104,28.9184978,191.8081,4.2,120.8667,224.4967,client_54199507
13705,60266685,40.201587013,28.950215466,208.5112,4.116666667,26.2079,226.4086,client_64879399
13706,59921409,40.221544497,28.980990669,850.4653,15.85,304.2183,777.5744,client_91694273
13707,71996306,40.209151093,28.966337219,413.5923,20.05,138.5084,373.2566,client_46290269
13708,14639659,40.216131115,28.964865692,386.3788,11.65,122.2454,276.4714,client_85250403
13709,41929046,40.195267712,28.939709505,428.8416,7.2,52.8208,233.4268,client_32470872
13710,32215209,40.188722042,29.056749791,143.5248,11.0,44.7338,130.5288,client_76051342
13711,70024534,40.22222006,28.837894611,246.7172,6.6,121.0828,278.4228,client_65192110
13712,68098398,40.182788899,29.077631123,387.0297,11.15,133.3432,399.8282,client_67348473
13713,94537637,40.271593405,28.947159089,908.5483,13.15,192.0982,737.01,client_86027612
13714,22107728,40.206642032,28.813461028,191.9802,11.55,102.8453,221.5533,client_62169218
13715,41362828,40.200693044,29.020077959,136.648,10.233333333,95.742,160.9811,client_39265126
13716,79791389,40.215328994,29.00893975,960.125,11.766666667,279.3477,767.1008,client_71000956
13717,48533294,40.210941613,28.9723913,353.7985,10.85,126.97309999999999,384.4959,client_30489181
13718,72929420,40.224783837,28.907091245,617.5395,7.233333333,193.7838,478.1268,client_81030043
13719,16694081,40.226998362,28.826422803,649.8708,14.5,182.2579,592.6287,client_89050298
13720,10964260,40.230279185,28.867079057,294.4167,15.966666667,51.6721,230.901,client_73434126
13721,71371855,40.174793038,29.095804095,433.4059,59.283333333,57.63,308.5931,client_44512241
13722,97148541,40.215328994,29.00893975,275.9109,11.016666667,137.4848,252.6457,client_71000956
13723,98986132,40.200901237,28.976661041,661.2687,11.05,113.6548,487.1089,client_63194119
13724,64493727,40.220155655,28.972333632,523.6,2.416666667,190.1414,439.3879,client_38221261
13725,63137247,40.226726766,28.828976601,799.3101,18.116666667,137.6013,593.9213,client_43094441
13726,13693607,40.219517172,28.850843646,1040.3996,9.733333333,375.5421,1017.8424,client_71674814
13727,55704272,40.220254986,28.84772256,153.3545,22.75,-27.5111,129.9545,client_48043296
13728,71796884,40.195772289,29.035661593,215.5743,24.35,106.6183,268.8083,client_59686775
13729,26342800,40.272499741,28.941754773,278.8673,8.533333333,103.4907,260.1067,client_80861451
13730,42299609,40.187617877,29.056227431,1007.4042,11.75,-38.366,485.6548,client_37582705
13731,17590949,40.191852331,29.063866362,1265.8793,6.116666667,-71.444,506.3179,client_94912737
13732,58759916,40.221659932,28.849882074,347.9234,21.95,74.0117,308.2749,client_88433047
13733,41805407,40.228043522,29.004606642,338.901,11.216666667,120.3693,323.6198,client_29865011
13734,65491414,40.222190364,28.834879808,285.198,8.883333333,95.5415,210.2315,client_86112743
13735,81056656,40.220422314,28.942207973,218.7327,7.566666667,103.3522,257.5122,client_83052013
13736,75147147,40.22425701,28.905692138,558.703,8.766666667,213.1268,547.458,client_87739728
13737,37052842,40.223301389,29.006695077,300.0594,11.883333333,153.7323,319.6723,client_45367041
13738,61304774,40.195249078,29.008620568,368.1324,4.783333333,32.3096,253.4012,client_13102034
13739,92056464,40.178453975,29.110462368,247.4356,30.666666667,50.3081,227.9981,client_52601742
13740,70310618,40.214643869,28.823245056,110.4158,23.4,72.2432,141.4832,client_65514926
13741,34628604,40.204175386,29.031195715,537.5347,27.916666667,132.1735,506.6202,client_29212956
13742,66800310,40.227579435,28.848002516,178.9867,17.116666667,93.7847,195.0937,client_27376065
13743,93730408,40.229954617,28.849659786,203.9795,24.983333333,82.0849,215.0469,client_16600484
13744,31706165,40.215859475,28.958103843,369.2673,11.033333333,178.0335,390.177,client_96838155
13745,79899324,40.252360518,28.959497251,1202.2168,37.016666667,367.6377,1118.4812,client_50487411
13746,82703159,40.2126702,28.9763623,562.0,11.45,191.4031,553.9746,client_86804945
13747,49662250,40.23004139,28.990363106,556.8315,8.933333333,141.5052,360.6633,client_44877080
13748,33617123,40.218901468,28.905914761,782.15,6.883333333,298.869,758.7282,client_93338333
13749,56428469,40.198138,28.9459702,155.0099,6.85,78.0173,164.9123,client_54518343
13750,52118044,40.222595353,28.985210918,286.1188,13.9,123.7379,286.0279,client_86745509
13751,82011274,40.193691456,28.953151479,125.65,12.6,80.2295,149.4295,client_10471233
13752,25110357,40.193334443,29.062596001,385.6337,3.966666667,143.7665,405.2465,client_96277399
13753,28736832,40.250900168,28.960924186,162.7082,31.116666667,82.2956,197.7756,client_43001412
13754,83458976,40.230775762,28.847797327,240.8837,14.683333333,96.8687,275.3907,client_42749012
13755,64937838,40.174574005,29.058924057,146.0396,18.2,77.7624,174.6524,client_43897037
13756,29791514,40.201159364,29.02462095,574.198,14.783333333,153.4916,523.6773,client_33440398
